espece,nb_visites,prop_visites,classe_frequence
Esp0485,20,0.425531914893617,occasionnelle
Esp0486,20,0.425531914893617,occasionnelle
Esp0484,19,0.40425531914893614,occasionnelle
Esp0483,18,0.3829787234042553,occasionnelle
Esp0482,17,0.3617021276595745,occasionnelle
Esp0480,16,0.3404255319148936,occasionnelle
Esp0481,16,0.3404255319148936,occasionnelle
Esp0478,15,0.3191489361702128,occasionnelle
Esp0479,15,0.3191489361702128,occasionnelle
Esp0475,14,0.2978723404255319,occasionnelle
Esp0476,14,0.2978723404255319,occasionnelle
Esp0477,14,0.2978723404255319,occasionnelle
Esp0471,13,0.2765957446808511,occasionnelle
Esp0472,13,0.2765957446808511,occasionnelle
Esp0473,13,0.2765957446808511,occasionnelle
Esp0474,13,0.2765957446808511,occasionnelle
Esp0466,12,0.2553191489361702,occasionnelle
Esp0467,12,0.2553191489361702,occasionnelle
Esp0468,12,0.2553191489361702,occasionnelle
Esp0469,12,0.2553191489361702,occasionnelle
Esp0470,12,0.2553191489361702,occasionnelle
Esp0459,11,0.23404255319148937,très_rare
Esp0460,11,0.23404255319148937,très_rare
Esp0461,11,0.23404255319148937,très_rare
Esp0462,11,0.23404255319148937,très_rare
Esp0463,11,0.23404255319148937,très_rare
Esp0464,11,0.23404255319148937,très_rare
Esp0465,11,0.23404255319148937,très_rare
Esp0451,10,0.2127659574468085,très_rare
Esp0452,10,0.2127659574468085,très_rare
Esp0453,10,0.2127659574468085,très_rare
Esp0454,10,0.2127659574468085,très_rare
Esp0455,10,0.2127659574468085,très_rare
Esp0456,10,0.2127659574468085,très_rare
Esp0457,10,0.2127659574468085,très_rare
Esp0458,10,0.2127659574468085,très_rare
Esp0441,9,0.19148936170212766,très_rare
Esp0442,9,0.19148936170212766,très_rare
Esp0443,9,0.19148936170212766,très_rare
Esp0444,9,0.19148936170212766,très_rare
Esp0445,9,0.19148936170212766,très_rare
Esp0446,9,0.19148936170212766,très_rare
Esp0447,9,0.19148936170212766,très_rare
Esp0448,9,0.19148936170212766,très_rare
Esp0449,9,0.19148936170212766,très_rare
Esp0450,9,0.19148936170212766,très_rare
Esp0429,8,0.1702127659574468,très_rare
Esp0430,8,0.1702127659574468,très_rare
Esp0431,8,0.1702127659574468,très_rare
Esp0432,8,0.1702127659574468,très_rare
Esp0433,8,0.1702127659574468,très_rare
Esp0434,8,0.1702127659574468,très_rare
Esp0435,8,0.1702127659574468,très_rare
Esp0436,8,0.1702127659574468,très_rare
Esp0437,8,0.1702127659574468,très_rare
Esp0438,8,0.1702127659574468,très_rare
Esp0439,8,0.1702127659574468,très_rare
Esp0440,8,0.1702127659574468,très_rare
Esp0414,7,0.14893617021276595,très_rare
Esp0415,7,0.14893617021276595,très_rare
Esp0416,7,0.14893617021276595,très_rare
Esp0417,7,0.14893617021276595,très_rare
Esp0418,7,0.14893617021276595,très_rare
Esp0419,7,0.14893617021276595,très_rare
Esp0420,7,0.14893617021276595,très_rare
Esp0421,7,0.14893617021276595,très_rare
Esp0422,7,0.14893617021276595,très_rare
Esp0423,7,0.14893617021276595,très_rare
Esp0424,7,0.14893617021276595,très_rare
Esp0425,7,0.14893617021276595,très_rare
Esp0426,7,0.14893617021276595,très_rare
Esp0427,7,0.14893617021276595,très_rare
Esp0428,7,0.14893617021276595,très_rare
Esp0396,6,0.1276595744680851,très_rare
Esp0397,6,0.1276595744680851,très_rare
Esp0398,6,0.1276595744680851,très_rare
Esp0399,6,0.1276595744680851,très_rare
Esp0400,6,0.1276595744680851,très_rare
Esp0401,6,0.1276595744680851,très_rare
Esp0402,6,0.1276595744680851,très_rare
Esp0403,6,0.1276595744680851,très_rare
Esp0404,6,0.1276595744680851,très_rare
Esp0405,6,0.1276595744680851,très_rare
Esp0406,6,0.1276595744680851,très_rare
Esp0407,6,0.1276595744680851,très_rare
Esp0408,6,0.1276595744680851,très_rare
Esp0409,6,0.1276595744680851,très_rare
Esp0410,6,0.1276595744680851,très_rare
Esp0411,6,0.1276595744680851,très_rare
Esp0412,6,0.1276595744680851,très_rare
Esp0413,6,0.1276595744680851,très_rare
Esp0371,5,0.10638297872340426,très_rare
Esp0372,5,0.10638297872340426,très_rare
Esp0373,5,0.10638297872340426,très_rare
Esp0374,5,0.10638297872340426,très_rare
Esp0375,5,0.10638297872340426,très_rare
Esp0376,5,0.10638297872340426,très_rare
Esp0377,5,0.10638297872340426,très_rare
Esp0378,5,0.10638297872340426,très_rare
Esp0379,5,0.10638297872340426,très_rare
Esp0380,5,0.10638297872340426,très_rare
Esp0381,5,0.10638297872340426,très_rare
Esp0382,5,0.10638297872340426,très_rare
Esp0383,5,0.10638297872340426,très_rare
Esp0384,5,0.10638297872340426,très_rare
Esp0385,5,0.10638297872340426,très_rare
Esp0386,5,0.10638297872340426,très_rare
Esp0387,5,0.10638297872340426,très_rare
Esp0388,5,0.10638297872340426,très_rare
Esp0389,5,0.10638297872340426,très_rare
Esp0390,5,0.10638297872340426,très_rare
Esp0391,5,0.10638297872340426,très_rare
Esp0392,5,0.10638297872340426,très_rare
Esp0393,5,0.10638297872340426,très_rare
Esp0394,5,0.10638297872340426,très_rare
Esp0395,5,0.10638297872340426,très_rare
Esp0336,4,0.0851063829787234,exceptionnelle
Esp0337,4,0.0851063829787234,exceptionnelle
Esp0338,4,0.0851063829787234,exceptionnelle
Esp0339,4,0.0851063829787234,exceptionnelle
Esp0340,4,0.0851063829787234,exceptionnelle
Esp0341,4,0.0851063829787234,exceptionnelle
Esp0342,4,0.0851063829787234,exceptionnelle
Esp0343,4,0.0851063829787234,exceptionnelle
Esp0344,4,0.0851063829787234,exceptionnelle
Esp0345,4,0.0851063829787234,exceptionnelle
Esp0346,4,0.0851063829787234,exceptionnelle
Esp0347,4,0.0851063829787234,exceptionnelle
Esp0348,4,0.0851063829787234,exceptionnelle
Esp0349,4,0.0851063829787234,exceptionnelle
Esp0350,4,0.0851063829787234,exceptionnelle
Esp0351,4,0.0851063829787234,exceptionnelle
Esp0352,4,0.0851063829787234,exceptionnelle
Esp0353,4,0.0851063829787234,exceptionnelle
Esp0354,4,0.0851063829787234,exceptionnelle
Esp0355,4,0.0851063829787234,exceptionnelle
Esp0356,4,0.0851063829787234,exceptionnelle
Esp0357,4,0.0851063829787234,exceptionnelle
Esp0358,4,0.0851063829787234,exceptionnelle
Esp0359,4,0.0851063829787234,exceptionnelle
Esp0360,4,0.0851063829787234,exceptionnelle
Esp0361,4,0.0851063829787234,exceptionnelle
Esp0362,4,0.0851063829787234,exceptionnelle
Esp0363,4,0.0851063829787234,exceptionnelle
Esp0364,4,0.0851063829787234,exceptionnelle
Esp0365,4,0.0851063829787234,exceptionnelle
Esp0366,4,0.0851063829787234,exceptionnelle
Esp0367,4,0.0851063829787234,exceptionnelle
Esp0368,4,0.0851063829787234,exceptionnelle
Esp0369,4,0.0851063829787234,exceptionnelle
Esp0370,4,0.0851063829787234,exceptionnelle
Boletus edulis,3,0.06382978723404255,exceptionnelle
Esp0281,3,0.06382978723404255,exceptionnelle
Esp0282,3,0.06382978723404255,exceptionnelle
Esp0283,3,0.06382978723404255,exceptionnelle
Esp0284,3,0.06382978723404255,exceptionnelle
Esp0285,3,0.06382978723404255,exceptionnelle
Esp0286,3,0.06382978723404255,exceptionnelle
Esp0287,3,0.06382978723404255,exceptionnelle
Esp0288,3,0.06382978723404255,exceptionnelle
Esp0289,3,0.06382978723404255,exceptionnelle
Esp0290,3,0.06382978723404255,exceptionnelle
Esp0291,3,0.06382978723404255,exceptionnelle
Esp0292,3,0.06382978723404255,exceptionnelle
Esp0293,3,0.06382978723404255,exceptionnelle
Esp0294,3,0.06382978723404255,exceptionnelle
Esp0295,3,0.06382978723404255,exceptionnelle
Esp0296,3,0.06382978723404255,exceptionnelle
Esp0297,3,0.06382978723404255,exceptionnelle
Esp0298,3,0.06382978723404255,exceptionnelle
Esp0299,3,0.06382978723404255,exceptionnelle
Esp0300,3,0.06382978723404255,exceptionnelle
Esp0301,3,0.06382978723404255,exceptionnelle
Esp0302,3,0.06382978723404255,exceptionnelle
Esp0303,3,0.06382978723404255,exceptionnelle
Esp0304,3,0.06382978723404255,exceptionnelle
Esp0305,3,0.06382978723404255,exceptionnelle
Esp0306,3,0.06382978723404255,exceptionnelle
Esp0307,3,0.06382978723404255,exceptionnelle
Esp0308,3,0.06382978723404255,exceptionnelle
Esp0309,3,0.06382978723404255,exceptionnelle
Esp0310,3,0.06382978723404255,exceptionnelle
Esp0311,3,0.06382978723404255,exceptionnelle
Esp0312,3,0.06382978723404255,exceptionnelle
Esp0313,3,0.06382978723404255,exceptionnelle
Esp0314,3,0.06382978723404255,exceptionnelle
Esp0315,3,0.06382978723404255,exceptionnelle
Esp0316,3,0.06382978723404255,exceptionnelle
Esp0317,3,0.06382978723404255,exceptionnelle
Esp0318,3,0.06382978723404255,exceptionnelle
Esp0319,3,0.06382978723404255,exceptionnelle
Esp0320,3,0.06382978723404255,exceptionnelle
Esp0321,3,0.06382978723404255,exceptionnelle
Esp0322,3,0.06382978723404255,exceptionnelle
Esp0323,3,0.06382978723404255,exceptionnelle
Esp0324,3,0.06382978723404255,exceptionnelle
Esp0325,3,0.06382978723404255,exceptionnelle
Esp0326,3,0.06382978723404255,exceptionnelle
Esp0327,3,0.06382978723404255,exceptionnelle
Esp0328,3,0.06382978723404255,exceptionnelle
Esp0329,3,0.06382978723404255,exceptionnelle
Esp0330,3,0.06382978723404255,exceptionnelle
Esp0331,3,0.06382978723404255,exceptionnelle
Esp0332,3,0.06382978723404255,exceptionnelle
Esp0333,3,0.06382978723404255,exceptionnelle
Esp0334,3,0.06382978723404255,exceptionnelle
Esp0335,3,0.06382978723404255,exceptionnelle
Cantharellus cibarius,2,0.0425531914893617,exceptionnelle
Esp0201,2,0.0425531914893617,exceptionnelle
Esp0202,2,0.0425531914893617,exceptionnelle
Esp0203,2,0.0425531914893617,exceptionnelle
Esp0204,2,0.0425531914893617,exceptionnelle
Esp0205,2,0.0425531914893617,exceptionnelle
Esp0206,2,0.0425531914893617,exceptionnelle
Esp0207,2,0.0425531914893617,exceptionnelle
Esp0208,2,0.0425531914893617,exceptionnelle
Esp0209,2,0.0425531914893617,exceptionnelle
Esp0210,2,0.0425531914893617,exceptionnelle
Esp0211,2,0.0425531914893617,exceptionnelle
Esp0212,2,0.0425531914893617,exceptionnelle
Esp0213,2,0.0425531914893617,exceptionnelle
Esp0214,2,0.0425531914893617,exceptionnelle
Esp0215,2,0.0425531914893617,exceptionnelle
Esp0216,2,0.0425531914893617,exceptionnelle
Esp0217,2,0.0425531914893617,exceptionnelle
Esp0218,2,0.0425531914893617,exceptionnelle
Esp0219,2,0.0425531914893617,exceptionnelle
Esp0220,2,0.0425531914893617,exceptionnelle
Esp0221,2,0.0425531914893617,exceptionnelle
Esp0222,2,0.0425531914893617,exceptionnelle
Esp0223,2,0.0425531914893617,exceptionnelle
Esp0224,2,0.0425531914893617,exceptionnelle
Esp0225,2,0.0425531914893617,exceptionnelle
Esp0226,2,0.0425531914893617,exceptionnelle
Esp0227,2,0.0425531914893617,exceptionnelle
Esp0228,2,0.0425531914893617,exceptionnelle
Esp0229,2,0.0425531914893617,exceptionnelle
Esp0230,2,0.0425531914893617,exceptionnelle
Esp0231,2,0.0425531914893617,exceptionnelle
Esp0232,2,0.0425531914893617,exceptionnelle
Esp0233,2,0.0425531914893617,exceptionnelle
Esp0234,2,0.0425531914893617,exceptionnelle
Esp0235,2,0.0425531914893617,exceptionnelle
Esp0236,2,0.0425531914893617,exceptionnelle
Esp0237,2,0.0425531914893617,exceptionnelle
Esp0238,2,0.0425531914893617,exceptionnelle
Esp0239,2,0.0425531914893617,exceptionnelle
Esp0240,2,0.0425531914893617,exceptionnelle
Esp0241,2,0.0425531914893617,exceptionnelle
Esp0242,2,0.0425531914893617,exceptionnelle
Esp0243,2,0.0425531914893617,exceptionnelle
Esp0244,2,0.0425531914893617,exceptionnelle
Esp0245,2,0.0425531914893617,exceptionnelle
Esp0246,2,0.0425531914893617,exceptionnelle
Esp0247,2,0.0425531914893617,exceptionnelle
Esp0248,2,0.0425531914893617,exceptionnelle
Esp0249,2,0.0425531914893617,exceptionnelle
Esp0250,2,0.0425531914893617,exceptionnelle
Esp0251,2,0.0425531914893617,exceptionnelle
Esp0252,2,0.0425531914893617,exceptionnelle
Esp0253,2,0.0425531914893617,exceptionnelle
Esp0254,2,0.0425531914893617,exceptionnelle
Esp0255,2,0.0425531914893617,exceptionnelle
Esp0256,2,0.0425531914893617,exceptionnelle
Esp0257,2,0.0425531914893617,exceptionnelle
Esp0258,2,0.0425531914893617,exceptionnelle
Esp0259,2,0.0425531914893617,exceptionnelle
Esp0260,2,0.0425531914893617,exceptionnelle
Esp0261,2,0.0425531914893617,exceptionnelle
Esp0262,2,0.0425531914893617,exceptionnelle
Esp0263,2,0.0425531914893617,exceptionnelle
Esp0264,2,0.0425531914893617,exceptionnelle
Esp0265,2,0.0425531914893617,exceptionnelle
Esp0266,2,0.0425531914893617,exceptionnelle
Esp0267,2,0.0425531914893617,exceptionnelle
Esp0268,2,0.0425531914893617,exceptionnelle
Esp0269,2,0.0425531914893617,exceptionnelle
Esp0270,2,0.0425531914893617,exceptionnelle
Esp0271,2,0.0425531914893617,exceptionnelle
Esp0272,2,0.0425531914893617,exceptionnelle
Esp0273,2,0.0425531914893617,exceptionnelle
Esp0274,2,0.0425531914893617,exceptionnelle
Esp0275,2,0.0425531914893617,exceptionnelle
Esp0276,2,0.0425531914893617,exceptionnelle
Esp0277,2,0.0425531914893617,exceptionnelle
Esp0278,2,0.0425531914893617,exceptionnelle
Esp0279,2,0.0425531914893617,exceptionnelle
Esp0280,2,0.0425531914893617,exceptionnelle
Gyrodon lividus,2,0.0425531914893617,exceptionnelle
Hydnum repandum,2,0.0425531914893617,exceptionnelle
Russula leprosa,2,0.0425531914893617,exceptionnelle
Amanita muscaria,1,0.02127659574468085,exceptionnelle
Amanita rubescens,1,0.02127659574468085,exceptionnelle
Cortinarius violaceus,1,0.02127659574468085,exceptionnelle
Craterellus tubaeformis,1,0.02127659574468085,exceptionnelle
Esp0001,1,0.02127659574468085,exceptionnelle
Esp0002,1,0.02127659574468085,exceptionnelle
Esp0003,1,0.02127659574468085,exceptionnelle
Esp0004,1,0.02127659574468085,exceptionnelle
Esp0005,1,0.02127659574468085,exceptionnelle
Esp0006,1,0.02127659574468085,exceptionnelle
Esp0007,1,0.02127659574468085,exceptionnelle
Esp0008,1,0.02127659574468085,exceptionnelle
Esp0009,1,0.02127659574468085,exceptionnelle
Esp0010,1,0.02127659574468085,exceptionnelle
Esp0011,1,0.02127659574468085,exceptionnelle
Esp0012,1,0.02127659574468085,exceptionnelle
Esp0013,1,0.02127659574468085,exceptionnelle
Esp0014,1,0.02127659574468085,exceptionnelle
Esp0015,1,0.02127659574468085,exceptionnelle
Esp0016,1,0.02127659574468085,exceptionnelle
Esp0017,1,0.02127659574468085,exceptionnelle
Esp0018,1,0.02127659574468085,exceptionnelle
Esp0019,1,0.02127659574468085,exceptionnelle
Esp0020,1,0.02127659574468085,exceptionnelle
Esp0021,1,0.02127659574468085,exceptionnelle
Esp0022,1,0.02127659574468085,exceptionnelle
Esp0023,1,0.02127659574468085,exceptionnelle
Esp0024,1,0.02127659574468085,exceptionnelle
Esp0025,1,0.02127659574468085,exceptionnelle
Esp0026,1,0.02127659574468085,exceptionnelle
Esp0027,1,0.02127659574468085,exceptionnelle
Esp0028,1,0.02127659574468085,exceptionnelle
Esp0029,1,0.02127659574468085,exceptionnelle
Esp0030,1,0.02127659574468085,exceptionnelle
Esp0031,1,0.02127659574468085,exceptionnelle
Esp0032,1,0.02127659574468085,exceptionnelle
Esp0033,1,0.02127659574468085,exceptionnelle
Esp0034,1,0.02127659574468085,exceptionnelle
Esp0035,1,0.02127659574468085,exceptionnelle
Esp0036,1,0.02127659574468085,exceptionnelle
Esp0037,1,0.02127659574468085,exceptionnelle
Esp0038,1,0.02127659574468085,exceptionnelle
Esp0039,1,0.02127659574468085,exceptionnelle
Esp0040,1,0.02127659574468085,exceptionnelle
Esp0041,1,0.02127659574468085,exceptionnelle
Esp0042,1,0.02127659574468085,exceptionnelle
Esp0043,1,0.02127659574468085,exceptionnelle
Esp0044,1,0.02127659574468085,exceptionnelle
Esp0045,1,0.02127659574468085,exceptionnelle
Esp0046,1,0.02127659574468085,exceptionnelle
Esp0047,1,0.02127659574468085,exceptionnelle
Esp0048,1,0.02127659574468085,exceptionnelle
Esp0049,1,0.02127659574468085,exceptionnelle
Esp0050,1,0.02127659574468085,exceptionnelle
Esp0051,1,0.02127659574468085,exceptionnelle
Esp0052,1,0.02127659574468085,exceptionnelle
Esp0053,1,0.02127659574468085,exceptionnelle
Esp0054,1,0.02127659574468085,exceptionnelle
Esp0055,1,0.02127659574468085,exceptionnelle
Esp0056,1,0.02127659574468085,exceptionnelle
Esp0057,1,0.02127659574468085,exceptionnelle
Esp0058,1,0.02127659574468085,exceptionnelle
Esp0059,1,0.02127659574468085,exceptionnelle
Esp0060,1,0.02127659574468085,exceptionnelle
Esp0061,1,0.02127659574468085,exceptionnelle
Esp0062,1,0.02127659574468085,exceptionnelle
Esp0063,1,0.02127659574468085,exceptionnelle
Esp0064,1,0.02127659574468085,exceptionnelle
Esp0065,1,0.02127659574468085,exceptionnelle
Esp0066,1,0.02127659574468085,exceptionnelle
Esp0067,1,0.02127659574468085,exceptionnelle
Esp0068,1,0.02127659574468085,exceptionnelle
Esp0069,1,0.02127659574468085,exceptionnelle
Esp0070,1,0.02127659574468085,exceptionnelle
Esp0071,1,0.02127659574468085,exceptionnelle
Esp0072,1,0.02127659574468085,exceptionnelle
Esp0073,1,0.02127659574468085,exceptionnelle
Esp0074,1,0.02127659574468085,exceptionnelle
Esp0075,1,0.02127659574468085,exceptionnelle
Esp0076,1,0.02127659574468085,exceptionnelle
Esp0077,1,0.02127659574468085,exceptionnelle
Esp0078,1,0.02127659574468085,exceptionnelle
Esp0079,1,0.02127659574468085,exceptionnelle
Esp0080,1,0.02127659574468085,exceptionnelle
Esp0081,1,0.02127659574468085,exceptionnelle
Esp0082,1,0.02127659574468085,exceptionnelle
Esp0083,1,0.02127659574468085,exceptionnelle
Esp0084,1,0.02127659574468085,exceptionnelle
Esp0085,1,0.02127659574468085,exceptionnelle
Esp0086,1,0.02127659574468085,exceptionnelle
Esp0087,1,0.02127659574468085,exceptionnelle
Esp0088,1,0.02127659574468085,exceptionnelle
Esp0089,1,0.02127659574468085,exceptionnelle
Esp0090,1,0.02127659574468085,exceptionnelle
Esp0091,1,0.02127659574468085,exceptionnelle
Esp0092,1,0.02127659574468085,exceptionnelle
Esp0093,1,0.02127659574468085,exceptionnelle
Esp0094,1,0.02127659574468085,exceptionnelle
Esp0095,1,0.02127659574468085,exceptionnelle
Esp0096,1,0.02127659574468085,exceptionnelle
Esp0097,1,0.02127659574468085,exceptionnelle
Esp0098,1,0.02127659574468085,exceptionnelle
Esp0099,1,0.02127659574468085,exceptionnelle
Esp0100,1,0.02127659574468085,exceptionnelle
Esp0101,1,0.02127659574468085,exceptionnelle
Esp0102,1,0.02127659574468085,exceptionnelle
Esp0103,1,0.02127659574468085,exceptionnelle
Esp0104,1,0.02127659574468085,exceptionnelle
Esp0105,1,0.02127659574468085,exceptionnelle
Esp0106,1,0.02127659574468085,exceptionnelle
Esp0107,1,0.02127659574468085,exceptionnelle
Esp0108,1,0.02127659574468085,exceptionnelle
Esp0109,1,0.02127659574468085,exceptionnelle
Esp0110,1,0.02127659574468085,exceptionnelle
Esp0111,1,0.02127659574468085,exceptionnelle
Esp0112,1,0.02127659574468085,exceptionnelle
Esp0113,1,0.02127659574468085,exceptionnelle
Esp0114,1,0.02127659574468085,exceptionnelle
Esp0115,1,0.02127659574468085,exceptionnelle
Esp0116,1,0.02127659574468085,exceptionnelle
Esp0117,1,0.02127659574468085,exceptionnelle
Esp0118,1,0.02127659574468085,exceptionnelle
Esp0119,1,0.02127659574468085,exceptionnelle
Esp0120,1,0.02127659574468085,exceptionnelle
Esp0121,1,0.02127659574468085,exceptionnelle
Esp0122,1,0.02127659574468085,exceptionnelle
Esp0123,1,0.02127659574468085,exceptionnelle
Esp0124,1,0.02127659574468085,exceptionnelle
Esp0125,1,0.02127659574468085,exceptionnelle
Esp0126,1,0.02127659574468085,exceptionnelle
Esp0127,1,0.02127659574468085,exceptionnelle
Esp0128,1,0.02127659574468085,exceptionnelle
Esp0129,1,0.02127659574468085,exceptionnelle
Esp0130,1,0.02127659574468085,exceptionnelle
Esp0131,1,0.02127659574468085,exceptionnelle
Esp0132,1,0.02127659574468085,exceptionnelle
Esp0133,1,0.02127659574468085,exceptionnelle
Esp0134,1,0.02127659574468085,exceptionnelle
Esp0135,1,0.02127659574468085,exceptionnelle
Esp0136,1,0.02127659574468085,exceptionnelle
Esp0137,1,0.02127659574468085,exceptionnelle
Esp0138,1,0.02127659574468085,exceptionnelle
Esp0139,1,0.02127659574468085,exceptionnelle
Esp0140,1,0.02127659574468085,exceptionnelle
Esp0141,1,0.02127659574468085,exceptionnelle
Esp0142,1,0.02127659574468085,exceptionnelle
Esp0143,1,0.02127659574468085,exceptionnelle
Esp0144,1,0.02127659574468085,exceptionnelle
Esp0145,1,0.02127659574468085,exceptionnelle
Esp0146,1,0.02127659574468085,exceptionnelle
Esp0147,1,0.02127659574468085,exceptionnelle
Esp0148,1,0.02127659574468085,exceptionnelle
Esp0149,1,0.02127659574468085,exceptionnelle
Esp0150,1,0.02127659574468085,exceptionnelle
Esp0151,1,0.02127659574468085,exceptionnelle
Esp0152,1,0.02127659574468085,exceptionnelle
Esp0153,1,0.02127659574468085,exceptionnelle
Esp0154,1,0.02127659574468085,exceptionnelle
Esp0155,1,0.02127659574468085,exceptionnelle
Esp0156,1,0.02127659574468085,exceptionnelle
Esp0157,1,0.02127659574468085,exceptionnelle
Esp0158,1,0.02127659574468085,exceptionnelle
Esp0159,1,0.02127659574468085,exceptionnelle
Esp0160,1,0.02127659574468085,exceptionnelle
Esp0161,1,0.02127659574468085,exceptionnelle
Esp0162,1,0.02127659574468085,exceptionnelle
Esp0163,1,0.02127659574468085,exceptionnelle
Esp0164,1,0.02127659574468085,exceptionnelle
Esp0165,1,0.02127659574468085,exceptionnelle
Esp0166,1,0.02127659574468085,exceptionnelle
Esp0167,1,0.02127659574468085,exceptionnelle
Esp0168,1,0.02127659574468085,exceptionnelle
Esp0169,1,0.02127659574468085,exceptionnelle
Esp0170,1,0.02127659574468085,exceptionnelle
Esp0171,1,0.02127659574468085,exceptionnelle
Esp0172,1,0.02127659574468085,exceptionnelle
Esp0173,1,0.02127659574468085,exceptionnelle
Esp0174,1,0.02127659574468085,exceptionnelle
Esp0175,1,0.02127659574468085,exceptionnelle
Esp0176,1,0.02127659574468085,exceptionnelle
Esp0177,1,0.02127659574468085,exceptionnelle
Esp0178,1,0.02127659574468085,exceptionnelle
Esp0179,1,0.02127659574468085,exceptionnelle
Esp0180,1,0.02127659574468085,exceptionnelle
Esp0181,1,0.02127659574468085,exceptionnelle
Esp0182,1,0.02127659574468085,exceptionnelle
Esp0183,1,0.02127659574468085,exceptionnelle
Esp0184,1,0.02127659574468085,exceptionnelle
Esp0185,1,0.02127659574468085,exceptionnelle
Esp0186,1,0.02127659574468085,exceptionnelle
Esp0187,1,0.02127659574468085,exceptionnelle
Esp0188,1,0.02127659574468085,exceptionnelle
Esp0189,1,0.02127659574468085,exceptionnelle
Esp0190,1,0.02127659574468085,exceptionnelle
Esp0191,1,0.02127659574468085,exceptionnelle
Esp0192,1,0.02127659574468085,exceptionnelle
Esp0193,1,0.02127659574468085,exceptionnelle
Esp0194,1,0.02127659574468085,exceptionnelle
Esp0195,1,0.02127659574468085,exceptionnelle
Esp0196,1,0.02127659574468085,exceptionnelle
Esp0197,1,0.02127659574468085,exceptionnelle
Esp0198,1,0.02127659574468085,exceptionnelle
Esp0199,1,0.02127659574468085,exceptionnelle
Esp0200,1,0.02127659574468085,exceptionnelle
Laccaria laccata,1,0.02127659574468085,exceptionnelle
Lactarius deliciosus,1,0.02127659574468085,exceptionnelle
Russula cyanoxantha,1,0.02127659574468085,exceptionnelle
